,E0010,E0011,E0012,E0013,E0014,E0015,E0016,E0017,E0018,E0019,E0020,E0021,E0022,E0023,E0024,E0025,E0026,E0027,E0028,E0029,E0030,E0031,E0032,E0033,E0034,E0035,E0036,E0037,E0038,E0039,E0040,E0041,E0042,E0043,E0044,E0045,E0046,E0047,E0048,E0049,E0050,E0051,E0052,E0053,E0054,E0055,E0056,E0057,E0058,E0059,E0060,E0061,E0062,E0063,E0064,E0065,E0066,E0067,E0068,E0069,E0070,E0071,E0072,E0073,E0074,E0075,E0076,E0077,E0078,E0079,E0080,E0081,E0082,E0083,E0084,E0085,E0086,E0087,E0088,E0089,E0090,E0091,E0092,E0093,E0094,E0095,E0096,E0097,E0098,E0099,E0100,E0101,E0102,E0103,E0104,E0105,E0106,E0107,E0108,E0109
19-Jul,4662.760193,4679.545066,4784.389451,4688.058933,4672.932269,4637.042768,4656.215441,4675.172589,4635.737524,4656.952612,4756.11672,4677.84733,4673.102513,4621.968214,4611.478008,4665.174827,4685.816585,4708.621074,4654.292825,4647.877028,4638.199035,4619.454249,4598.302685,4679.097483,4688.34703,4671.792536,4656.032168,4678.333463,4603.91413,4634.183826,4606.225614,4657.212323,4647.063597,4657.711199,4655.51934,4679.125958,4679.319047,4653.928065,4630.856712,4661.150699,4669.687002,4616.887363,4718.732184,4636.496594,4690.744058,4599.949232,4657.215539,4683.196927,4674.04523,4652.748188,4649.621589,4602.9885,4646.765888,4603.394328,4629.421943,4610.37577,4632.373959,4640.231903,4600.160601,4612.563946,4606.832568,4617.690755,4683.81101,4696.689232,4647.281942,4673.802146,4602.525227,4784.352271,4633.226963,4694.734326,4648.669673,4686.118938,4630.667113,4679.411921,4642.431463,4669.060115,4610.709889,4667.292135,4640.597076,4691.847004,4612.53276,4618.471952,4633.197536,4597.914924,4611.987271,4633.114916,4606.084154,4690.958401,4631.280811,4621.55197,4776.189135,4626.40033,4628.037855,4764.530151,4690.4465,4619.905596,4616.162999,4611.111544,4669.516857,4691.558959
20-Jul,8397.205875,8347.09979,8430.521042,8386.63301,8407.911558,8388.540913,8411.309801,8417.703509,8354.701549,8405.339874,8341.75009,8361.4787,8431.673226,8405.392182,8353.950665,8422.060216,8381.473392,8427.675844,8381.101921,8418.179164,8428.057096,8411.928251,8364.335188,8350.10497,8353.50183,8336.724372,8349.383535,8390.292733,8341.873763,8402.552469,8433.784398,8342.089552,8339.402657,8373.133749,8406.736401,8351.388966,8363.130411,8408.063413,8379.033747,8349.247826,8401.656109,8368.564255,8374.20094,8428.034816,8398.232975,8376.858873,8513.802498,8357.264342,8429.157811,8417.334877,8349.085867,8416.569491,8335.793602,8386.664333,8423.042493,8482.727851,8360.581947,8387.645964,8359.919312,8342.134717,8403.69713,8352.909712,8357.065496,8404.78439,8423.805872,8419.28766,8522.847742,8434.520241,8343.911649,8373.985735,8395.678305,8385.054342,8335.31816,8423.895981,8369.784605,8398.661802,8489.373339,8399.310722,8385.690476,8348.3221,8364.994255,8342.923529,8344.623619,8416.846365,8376.951882,8407.724164,8351.800761,8459.339341,8394.128904,8400.772529,8411.853921,8402.302258,8341.102418,8366.330613,8363.768223,8355.938787,8402.139083,8376.087235,8362.097948,8390.065195
21-Jul,6213.322878,6211.668566,6237.581354,6180.912266,6180.765833,6176.29944,6148.943492,6147.343459,6198.38193,6162.216667,6162.256076,6163.31395,6195.523314,6172.783481,6208.57732,6137.852709,6197.337868,6170.512191,6132.000598,6171.559797,6154.053888,6193.776734,6186.663318,6127.137808,6162.692047,6181.006038,6197.67827,6121.63239,6163.887637,6215.30113,6195.201004,6135.186542,6142.474585,6125.979652,6182.312218,6186.162178,6118.66365,6146.198411,6157.749774,6162.107062,6206.170202,6207.402065,6133.102472,6191.535773,6188.155861,6172.889955,6199.907097,6176.423388,6124.897387,6211.904467,6182.695158,6175.742933,6189.406197,6128.668639,6147.052777,6204.916836,6186.620447,6171.079227,6137.939489,6136.773999,6214.149677,6143.423797,6167.149026,6118.486559,6191.362828,6168.178478,6118.855508,6129.115107,6203.972627,6136.224952,6143.829762,6121.587917,6202.832297,6210.21844,6209.851075,6164.301727,6192.797035,6148.512704,6149.002164,6203.431404,6160.118782,6159.739231,6152.870494,6151.051962,6165.520239,6160.588463,6157.842646,6214.049039,6164.112865,6286.094143,6121.982421,6162.180884,6168.346423,6180.221895,6172.568802,6215.373718,6202.026983,6131.274793,6168.657911,6186.084211
22-Jul,1710.514619,1662.922674,1672.670711,1712.096701,1690.653431,1686.773066,1699.178448,1661.952249,1662.397405,1780.101414,1669.840119,1707.083363,1632.354093,1617.974895,1700.600091,1624.988417,1699.280967,1656.721757,1619.089036,1671.333775,1653.578003,1657.456296,1663.327973,1661.97162,1669.667315,1654.313309,1665.318041,1648.311002,1703.812706,1656.371206,1671.121471,1677.957258,1701.587243,1686.779234,1678.662194,1683.734017,1675.43274,1680.666713,1637.603905,1703.020063,1661.302986,1633.742054,1654.654398,1636.992708,1651.34879,1686.557898,1670.812817,1640.567776,1618.066708,1647.741236,1683.435095,1665.301997,1650.145807,1670.120707,1623.741108,1634.03676,1673.831714,1656.180473,1665.630366,1695.09836,1783.928551,1640.267098,1672.424197,1663.440931,1619.02455,1728.270829,1655.794303,1694.594156,1618.066028,1681.105517,1648.705369,1668.238004,1699.993462,1674.242707,1693.105389,1646.002679,1669.445698,1672.498304,1628.770114,1698.677596,1618.064403,1702.788095,1626.043157,1708.308823,1651.752519,1713.108194,1670.502321,1658.221585,1657.782893,1633.76011,1689.988818,1653.456247,1631.887926,1633.795034,1689.881469,1649.979422,1634.589049,1796.07187,1660.028847,1675.814636
23-Jul,9558.466154,9498.994674,9563.733185,9492.01535,9537.006833,9503.667759,9560.863382,9561.796285,9540.986424,9535.935897,9505.887512,9566.503791,9571.262216,9505.630682,9563.885321,9509.933734,9535.508837,9491.157762,9488.48952,9524.475009,9543.469168,9486.899957,9579.442813,9508.25847,9536.001687,9517.792387,9537.620531,9522.086978,9523.572294,9534.24342,9510.301539,9483.816813,9551.106312,9481.667828,9521.287891,9566.718318,9508.120589,9576.695564,9509.441653,9508.599673,9515.363722,9500.591613,9516.412581,9560.678965,9676.11003,9497.393142,9513.459259,9555.581887,9549.732281,9557.237556,9491.9085,9491.65398,9494.615001,9521.538999,9579.184368,9594.497087,9573.68654,9490.971904,9564.017081,9491.197736,9501.887502,9510.161025,9786.023549,9577.426381,9508.135889,9524.911631,9525.259922,9495.460263,9484.10148,9501.856141,9516.837037,9540.864953,9545.68071,9486.820417,9532.816848,9542.453287,9496.696853,9567.577509,9511.989968,9574.893615,9524.682644,9504.327995,9565.935154,9587.518507,9502.389597,9557.187893,9573.545219,9576.406328,9546.570357,9579.669147,9494.987775,9526.073215,9527.581723,9579.330157,9510.210543,9566.572629,9517.255022,9530.563761,9556.263932,9526.289079
24-Jul,2419.436867,2455.19552,2447.582773,2449.137695,2474.641502,2503.752578,2486.767035,2509.152711,2514.723222,2505.064177,2511.428745,2425.041902,2420.684783,2431.214728,2547.08053,2576.791259,2471.823966,2486.571358,2449.99518,2503.71788,2427.809155,2488.467706,2428.915581,2433.137494,2428.168858,2449.763383,2454.189473,2440.30387,2498.554884,2766.053101,2419.139695,2430.8099,2432.540693,2495.012236,2471.746659,2454.00122,2444.308183,2469.452359,2476.503014,2443.374963,2451.519967,2448.232917,2507.589282,2487.729075,2484.243556,2453.862433,2459.011737,2440.94445,2469.807525,2480.725897,2418.698737,2508.48314,2511.487466,2472.504025,2515.981567,2437.336383,2450.419883,2436.16317,2427.675079,2510.328786,2485.796067,2423.644959,2505.309603,2569.06084,2501.565588,2441.32205,2447.300863,2497.141434,2424.929119,2427.302683,2420.956602,2438.250466,2462.367548,2469.051831,2495.661735,2437.052097,2449.40139,2422.420677,2469.077372,2587.610253,2489.953099,2470.477311,2488.339432,2422.695891,2502.46076,2429.004954,2490.110955,2505.063286,2508.219414,2461.930654,2468.712981,2447.75067,2504.24946,2507.178092,2508.473881,2467.253692,2491.644728,2572.093624,2492.707529,2427.051958
25-Jul,10728.22634,10725.41825,10684.07768,10670.94917,10642.94551,10807.99407,10704.24746,10728.66684,10669.79708,10688.31305,10650.57995,10665.66773,10728.1468,10655.42051,10706.94343,10673.50123,10664.42721,10656.04513,10663.58029,10655.68434,10791.00489,10717.92293,10663.38295,10630.2553,10711.54064,10716.97273,10706.05169,10648.91322,10795.47161,10705.56639,10656.66445,10716.04289,10712.30356,10709.28908,10648.8562,10715.8951,10694.6951,10710.61389,10684.70576,10672.60475,10650.46368,10691.41389,10649.59774,10705.75486,10685.23065,10638.43862,10687.79924,10693.39349,10681.06711,10706.93884,10696.04611,10630.80547,10727.71672,10672.14916,10987.92022,10720.17118,10711.7892,10657.7734,10726.8756,10683.48014,10645.69224,10784.32199,10710.27484,10635.58932,10639.64218,10709.86952,10694.70762,10643.20476,10716.00929,10806.21593,10722.10764,10707.56522,10688.19223,10715.0527,10709.26374,10649.67032,10633.48536,10680.03162,10675.25992,10668.38462,10674.14418,10659.82051,10630.17158,10718.29017,10720.54768,10703.39552,10652.79874,10655.10348,10684.77763,10681.39294,10636.73938,10638.82109,10728.37386,10682.9347,10683.00731,10715.22819,10665.58554,10653.60205,10770.98815,10719.53139
26-Jul,7955.345416,7934.506289,8003.48071,7928.194548,7984.925721,7923.50397,7927.565432,7929.722259,7995.999548,7927.230869,7957.155468,7963.390627,7954.096308,7975.984339,7971.183836,7922.02061,8009.246752,8002.115361,8040.262074,7972.965089,8018.607133,7954.122451,8059.831036,7984.049182,7927.116678,7982.580096,8051.657601,7958.656816,7974.804664,7924.618864,7960.409926,7981.130251,7962.214462,7970.128937,7976.000675,7974.011503,7930.63416,7982.535184,7973.295345,7981.00949,7924.668527,7985.660113,7992.471665,8106.032993,7980.011185,7942.005998,7980.178389,7923.300769,8021.857352,7997.517137,7947.731643,7954.437549,7939.169995,7947.072997,7945.133125,8008.661888,7934.466592,8006.339986,8006.850608,7992.315876,7949.373665,8003.962764,8014.770022,7995.728833,8001.969647,7975.978275,7987.364306,7949.528628,8025.611562,7916.571185,7954.340908,7920.214637,7942.421806,7955.05616,7948.269434,7987.593067,7915.79665,7939.535321,7961.546852,7998.067056,7987.17336,7977.449938,7918.126101,7941.951813,7969.684907,7937.58232,7966.117059,7940.930391,7956.538481,7920.302668,7919.099403,7941.140799,7937.690637,7966.671062,8003.287636,7958.279666,7990.286695,7950.957589,8006.811306,7954.407824
27-Jul,6103.672979,6175.694688,6116.357326,6180.3547,6159.179983,6186.342051,6167.177761,6185.907556,6095.341586,6162.779667,6131.808656,6173.923179,6096.728075,6246.368382,6141.999004,6092.025375,6180.369148,6110.120518,6162.242511,6095.919757,6146.372594,6096.872879,6165.697357,6102.56463,6111.967484,6100.770599,6189.880799,6162.621241,6160.078683,6183.839317,6185.609717,6240.027966,6106.516332,6166.714186,6128.226778,6256.561344,6171.044896,6181.24473,6119.902688,6104.429007,6156.710655,6128.576338,6185.86083,6105.482543,6112.914609,6138.897206,6185.628716,6127.302004,6113.958105,6118.950862,6181.01863,6193.741255,6099.776704,6142.938194,6105.024861,6159.228159,6130.041733,6098.194239,6134.942707,6100.120985,6098.776332,6101.746737,6108.759883,6157.605439,6148.07792,6159.848422,6134.17933,6097.590023,6176.129045,6111.316465,6189.075531,6121.412037,6103.750145,6162.162942,6097.8106,6134.432261,6106.390941,6122.853733,6101.243855,6159.16205,6165.265294,6134.492014,6142.239061,6179.640108,6119.560792,6278.988809,6174.483375,6161.020602,6098.69693,6191.320986,6106.328711,6128.532716,6159.589939,6101.775169,6134.676583,6091.951113,6255.313361,6120.593844,6150.106919,6157.18488
28-Jul,4879.073537,4881.864555,4833.713823,4902.487318,4836.848349,4905.138554,4896.896294,4863.802626,4862.959364,4901.150997,4892.866974,4823.298995,4860.969667,4887.851389,4809.026742,4889.114109,4820.302325,4845.382792,4847.447602,4876.194285,4884.255589,4812.930353,4835.895862,4823.957682,4980.413368,4883.779023,4807.651186,4873.254769,4845.405365,4838.686545,4828.25209,4862.303661,4898.836866,4816.512382,4931.237819,4864.034166,4811.66884,4859.623848,4844.074269,4904.353462,4811.984461,4814.91109,4840.962659,4844.069916,4833.72793,4855.731993,4897.900544,4878.821855,4862.17343,4853.795704,4848.025165,4880.421867,4818.258705,4899.774221,4900.224297,4807.922973,4827.685632,4890.640013,4872.088273,4929.23499,4832.558087,4820.897213,4813.826429,4818.527358,4840.352265,4814.720866,4815.049158,4902.665222,4854.152495,4859.636661,4877.012316,4813.594931,4884.957248,4843.223169,4853.378051,4867.818926,4821.719095,4978.342369,4867.576514,4824.451038,4833.355189,4826.380529,4903.410359,4847.038154,4832.596639,4850.596948,4839.576929,4841.080561,4852.519716,4880.601241,4842.874416,4879.351818,4880.667295,4862.583753,4889.357801,4830.255812,4902.382896,4829.778218,4858.861397,4904.282171
29-Jul,8003.656297,8031.645526,7962.434118,7986.762334,8026.601019,7953.980691,7978.203509,7964.26404,8015.809123,8019.963158,7995.879462,7996.766008,8132.163753,8046.976835,7987.03666,8025.961257,7941.215487,7941.662664,8007.172944,8001.491233,7987.575652,8008.301144,7955.159996,7993.352912,7986.685227,8005.364021,8007.3973,7961.387763,7992.383198,7949.840648,8093.172816,8016.59176,7957.822736,7978.841036,8030.508732,7943.563898,8009.740215,7986.658113,8079.506178,8014.383193,8109.029005,8036.432447,8017.773079,7991.371996,7965.738045,8039.688305,7988.69401,7946.78388,7973.895533,8023.623175,7944.258873,7955.779764,8006.532343,8003.376348,7985.639,8008.765859,8000.089533,7949.181589,8029.910843,8012.295504,7945.42899,7960.014392,7949.186737,7945.524556,7949.126717,8018.964536,7943.456724,8009.672511,8036.001506,7953.350125,7975.233038,8016.747862,8015.514244,8020.116415,7964.248768,7960.577848,7956.481337,7983.770898,8128.441525,8009.21856,7997.343181,8001.981211,7945.890514,7949.655686,8031.82604,7951.462646,8004.691469,7955.807056,8066.698322,7962.84988,7953.950075,8009.799596,7990.868084,8100.120957,8028.705352,7960.990217,8018.458622,7992.780116,7996.348283,7946.752525
30-Jul,2320.526334,2345.161554,2402.665087,2318.33858,2402.589219,2400.035934,2342.135778,2312.002553,2310.290919,2310.30394,2393.203328,2372.208456,2408.192861,2367.218805,2367.893181,2367.873454,2310.511014,2376.685964,2368.384205,2336.843162,2352.102182,2311.380279,2392.706736,2314.609008,2390.898437,2323.796309,2425.768905,2327.966702,2312.459484,2355.690187,2400.420996,2372.577252,2375.736438,2347.959846,2407.553487,2337.891058,2389.734074,2328.162171,2313.572407,2386.109772,2331.445461,2397.529725,2330.907466,2376.315981,2356.870512,2393.920819,2321.076244,2416.782776,2371.406997,2398.937194,2314.160142,2401.708548,2335.506008,2310.626561,2362.124493,2363.616633,2368.311375,2382.475137,2325.436753,2348.089213,2318.614504,2324.639209,2384.595405,2370.234853,2340.206845,2321.470084,2366.368974,2398.101145,2401.753148,2345.512228,2395.157887,2355.714781,2400.004886,2356.331061,2315.640133,2312.355949,2313.930387,2403.8917,2462.367607,2399.601829,2378.668478,2387.960266,2391.937028,2345.049773,2348.936355,2362.82265,2406.544388,2376.866168,2349.507388,2334.587995,2393.350936,2366.369183,2506.914342,2387.822391,2406.934303,2362.334025,2379.715088,2405.316754,2408.894481,2379.937134
31-Jul,7589.972087,7572.028961,7580.190664,7597.988745,7558.625166,7564.368026,7585.734295,7606.415575,7608.005021,7584.564329,7576.905754,7573.420135,7600.631674,7612.734784,7576.556357,7546.67972,7571.360694,7564.771706,7563.177508,7600.045636,7590.928337,7915.304982,7565.300712,7587.526666,7553.97664,7554.781931,7607.584281,7610.382301,7538.272536,7587.831847,7544.501877,7540.826565,7523.536726,7525.247104,7527.233721,7549.809327,7605.736352,7562.774213,7587.901699,7542.267533,7528.436084,7564.181989,7562.293939,7574.135805,7530.845,7570.059551,7541.598777,7594.590171,7592.16802,7530.48914,7527.357576,7675.975423,7530.434682,7584.742387,7617.356106,7569.031962,7525.503075,7529.106051,7588.075476,7533.479744,7577.68892,7599.474233,7589.700119,7587.00873,7582.925693,7534.344018,7522.156034,7603.462809,7531.985703,7603.192386,7695.451519,7572.864968,7616.014176,7538.676205,7612.114725,7595.380117,7543.863005,7530.731137,7575.957848,7620.901415,7532.69711,7555.53364,7576.307303,7581.157935,7589.646454,7529.486864,7602.363749,7562.010566,7586.758808,7560.671356,7592.103734,7582.308587,7551.611489,7533.105978,7607.762392,7594.075033,7596.849114,7652.41009,7565.434145,7612.970978
01-Aug,9759.487305,9756.08339,9776.345788,9738.00663,9787.566006,9710.643329,9873.230029,9756.460199,9788.336922,9718.816405,9800.500254,9763.021296,9715.729361,9742.643547,9808.661815,9798.153152,9758.419362,9791.38531,9730.060543,9715.841996,9853.152734,9745.863432,9805.163781,9720.162095,9773.435792,9742.133218,9779.395988,9781.133747,9805.8052,9786.203844,9732.135096,9723.8369,9741.381643,9779.782683,9775.650695,9867.434273,9790.400375,9779.614081,9712.700564,9761.743671,9723.204549,9767.959447,9804.159604,9769.465928,9754.801985,9714.190197,9710.824419,9709.061733,9717.445037,9874.33154,9714.251523,9783.624677,9770.065137,9804.624544,9793.883227,9792.808621,9758.68449,9715.094312,9743.167681,9718.65582,9727.094295,9785.924087,9722.814531,9720.670068,10065.34731,9739.656376,9780.52958,9751.431389,9710.432053,9801.432216,9763.068814,9722.675626,9747.29897,9778.387382,9782.78819,9761.399578,9771.599415,9709.176048,9725.400245,9775.69878,9751.016759,9799.045777,9756.516331,9805.559977,9744.051469,9729.480287,9752.27547,9774.045423,9821.719609,9740.912245,9729.286624,9767.14312,9759.637949,9720.382845,9798.7551,9779.147385,9716.2803,9725.041109,9756.823064,9762.816654
02-Aug,7266.976019,7255.36825,7234.6606,7285.671519,7277.825095,7232.016741,7231.828047,7269.740948,7208.135459,7261.659895,7299.216097,7206.591929,7223.395677,7213.89999,7244.43225,7256.050559,7280.149421,7292.080582,7203.209188,7276.19139,7379.587669,7263.077604,7290.830658,7236.775542,7279.313048,7275.076393,7223.203114,7204.264325,7230.10733,7213.43839,7283.932053,7239.853428,7281.584263,7268.686915,7227.196035,7262.578983,7285.452145,7287.060148,7240.034281,7237.39199,7237.739228,7255.285423,7231.602218,7299.048187,7289.120129,7227.320514,7249.042762,7274.252834,7259.319747,7278.922952,7271.855649,7270.22807,7216.728214,7300.077439,7238.663439,7206.789783,7266.826857,7252.947352,7290.569137,7283.466351,7256.626702,7239.206259,7300.828653,7203.773131,7245.735223,7275.628446,7273.293017,7254.988381,7267.806394,7212.768251,7289.177317,7203.684775,7285.587165,7299.935949,7272.693425,7236.704988,7385.053677,7285.545832,7203.114196,7289.317705,7237.017934,7299.241263,7253.34903,7298.248939,7286.8144,7280.084713,7280.615657,7247.62556,7365.350769,7587.07773,7250.388431,7270.089244,7297.408805,7249.60466,7294.496146,7264.388098,7257.115031,7278.112115,7222.17401,7281.284979
03-Aug,6533.667288,6490.253401,6571.191042,6492.148331,6489.333726,6503.727548,6508.709931,6573.801318,6572.391904,6580.717974,6518.684375,6541.025806,6535.475612,6512.468151,6488.376556,6487.659726,6539.185017,6518.072815,6510.967368,6525.363199,6536.082892,6535.304385,6605.097814,6564.680639,6554.871991,6532.790468,6556.475137,6503.48282,6660.06534,6536.435158,6533.200245,6581.255729,6571.68812,6601.034888,6569.873836,6549.636683,6538.153608,6560.211727,6527.973445,6566.988046,6533.762824,6531.511245,6517.721373,6568.212645,6570.948923,6554.421027,6522.332061,6857.577768,6563.159219,6579.915811,6529.998896,6567.813499,6563.692933,6538.100084,6537.061445,6512.029085,6548.076254,6553.733337,6536.322544,6541.210152,6538.033252,6537.12501,6578.631636,6551.859799,6506.128351,6510.128912,6632.202264,6578.398156,6543.825669,6529.200417,6544.624237,6517.151298,6509.426224,6565.681185,6563.22091,6562.14581,6517.06006,6500.710403,6579.61409,6524.358526,6526.79996,6519.093838,6559.703807,6571.767246,6523.939372,6509.40939,6489.817551,6575.901155,6547.483903,6570.365036,6497.473292,6545.204639,6516.982716,6494.127449,6535.960552,6579.480821,6501.164483,6520.287314,6542.256893,6497.721374
